,Question Index,Questions,Options,Question Source,Answers,Answer Source
425,2002C Q29,The clearance of a chemical is an important pharmacokinetic parameter. Which of the following is/are correct?,{},"Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3')]","recert 2002- MH group answers.pdf, Document2.pdf"
426,2002C Q30,Which of the following differences between adults and newborns modify the potential adverse effects of a chemical?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
427,2002C Q31,Differences in which factor(s) affect the rate of metabolism of foreign compounds?,{},"ABT2002#19.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
428,2002C Q32,Which of the following cause(s) toxicity at least in part due to formation of toxic oxygen radicals through the process of 'redox cycling'?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('2', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
429,2002C Q33,Which of the following statements is/are true for paraquat?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3')]","recert 2002- MH group answers.pdf, Document2.pdf"
430,2002C Q34,Which of the following agents alter(s) the binding affinity of hemoglobin for oxygen?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('2', '4'), ('C.',)]","recert 2002- MH group answers.pdf, Document2.pdf"
431,2002C Q35,In the U.S. several federal agencies are responsible for regulation of toxic chemicals. Which of the following is/are correct?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3')]","recert 2002- MH group answers.pdf, Document2.pdf"
432,2002C Q36,The Food Quality Protection Act of 1996 has introduced some important changes in the regulation of pesticides in the United States. Which of the following regarding the Act is/are true?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
433,2002C Q37,Good Laboratory Practice testing programs are regulated by which of the following organizations?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3')]","recert 2002- MH group answers.pdf, Document2.pdf"
434,2002C Q38,Which of the following chemicals at toxic doses cause(s) cyanosis?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
435,2002C Q39,Which of the following is/are true?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
436,2002C Q40,Which of the following is/are true concerning the health effects of polychlorinated biphenyls (PCBs) on wildlife? PCB's,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
437,2002C Q41,Which of the following statements is/are NOT correct regarding the Proportional Mortality Ratio (PMR)?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '3')]","recert 2002- MH group answers.pdf, Document2.pdf"
438,2002C Q42,ANOVA as it applies to biostatistics,{},"ABT2002#19.pdf, Document8.pdf, ABT #19.pdf","[('1', '3')]","recert 2002- MH group answers.pdf, Document2.pdf"
439,2002C Q43,"When conducting studies on a product intended to be marketed as a household cleaner containing an antimicrobial ingredient, study protocols must follow the criteria defined for",{},"ABT2002#19.pdf, Document8.pdf, ABT #19.pdf","[('1', '3')]","recert 2002- MH group answers.pdf, Document2.pdf"
440,2002C Q44,Which of the following is/are correct regarding occupational asthma?,{},"ABT2002#19.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
441,2002C Q45,Which of the following chemicals cause(s) hypoxemia in exercising animals?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
442,2002C Q46,Active transport of toxicants through biological membranes has which of the following characteristics?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
443,2002C Q47,Perchlorate exposure can inhibit iodine uptake by thyroid. This inhibition may result in which of the following?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('2', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
444,2002C Q48,"In recent years, endocrine disrupting chemicals have received a great deal of interest in the scientific community as well as the lay media. Which of the following statements is/are correct?",{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
445,2002C Q49,Which of the following is/are correct?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3', '4')]","recert 2002- MH group answers.pdf, Document2.pdf"
446,2002C Q50,One of the better known genetic metabolic polymorphisms is the ability to acetylate certain compounds. Persons who are slow acetylators may be particularly sensitive to which of the following agents?,{},"ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","[('1', '2', '3')]","recert 2002- MH group answers.pdf, Document2.pdf"
447,2005B Q1,Which of the following is the correct xenobiotic:toxicity pair?,"{'A': 'adriamycin : tubular proteinuria', 'B': 'polyvinyl alcohol : disseminated intravascular coagulation', 'C': 'hydralazine : renal papillary necrosis', 'D': 'maleic acid : mesangial fibrosis', 'E': 'gold : glomerulonephritis'}",ABT RE No 22 2005.pdf,"[('E',)]",ANSWERS RECERT EXAM 2005.xlsx
448,2005B Q2,The primary site of kidney damage resulting from acute exposure to inorganic mercury salts is the,"{'A': 'glomerulus', 'B': 'proximal tubule', 'C': 'loop of Henle', 'D': 'renal papilla', 'E': 'entire nephron'}",ABT RE No 22 2005.pdf,"[('B',)]",ANSWERS RECERT EXAM 2005.xlsx
449,2005B Q3,The fertility index,"{'A': 'is calculated as (number of pups alive at 4 days/number of pups born alive) X 100', 'B': 'represents the number of live fetuses per liter X 100', 'C': 'represents the percent of copulations that result in pregnancies', 'D': 'is calculated as (number of fetuses at 14 days/total number of implantations) X 100', 'E': 'can be calculated as early fetal deaths/total implantations X 100'}",ABT RE No 22 2005.pdf,"[('C',)]",ANSWERS RECERT EXAM 2005.xlsx
450,2005B Q4,Which substance has been identified as a respiratory tract carcinogen in humans?,"{'A': 'kaolin', 'B': 'hydrogen fluoride', 'C': 'arsenic', 'D': 'cotton dust', 'E': 'vanadium'}",ABT RE No 22 2005.pdf,"[('C',)]",ANSWERS RECERT EXAM 2005.xlsx
451,2005B Q5,Which of the following is true?,"{'A': 'production of coagulation Factors I', 'B': 'coagulation Factors IX and VIII are sex-linked and their genes are found on the Y chromosome', 'C': 'activated partial thromboplastin time is a screening test of the extrinsic and common coagulation pathways', 'D': 'prothrombin time is used to monitor warfarin therapy', 'E': 'coagulation Factors V and XII markedly accelerate coagulation by facilitating surface attachment and localization of coagulation factors'}",ABT RE No 22 2005.pdf,"[('D',)]",ANSWERS RECERT EXAM 2005.xlsx
452,2005B Q6,Chloracne is associated with,"{'A': 'prominent hyperkeratosis of the follicular canal', 'B': 'production of excessive sebum', 'C': 'exposure to halogenated aliphatic hydrocarbons', 'D': 'exposure to chlorine gas', 'E': 'increases in serum androgen levels'}",ABT RE No 22 2005.pdf,"[('A',)]",ANSWERS RECERT EXAM 2005.xlsx
453,2005B Q7,Which of the following statements is NOT true?,"{'A': 'arsenic', 'B': 'many peroxisome proliferators cause hepatic tumors in rats and are promoting agents for hepatocarcinogenesis', 'C': 'benzidine', 'D': 'short asbestos fibers (<2 um long) are thought to be predominately responsible for the induction of mesotheliomas', 'E': 'butylated hydroxyanisole (BHA) acts as a nonmutagenic carcinogen in the forestomach of rats'}",ABT RE No 22 2005.pdf,"[('D',)]",ANSWERS RECERT EXAM 2005.xlsx
454,2005B Q8,"In contrast to phototoxicity, photoallergy is","{'A': 'a Type IV delayed hypersenitivity reaction', 'B': 'a Type II antibody dependent cytotoxic hypersensitivity reaction', 'C': 'associated with systemic or dermal contact with a toxicant', 'D': 'associated with exposure to UVA radiation', 'E': 'associated with exposure to UVB radiation'}",ABT RE No 22 2005.pdf,"[('A',)]",ANSWERS RECERT EXAM 2005.xlsx
455,2005B Q9,Each of the following correctly define the terms associated with carcinogenesis EXCEPT,"{'A': 'genotoxic carcinogens interact chemically with DNA', 'B': 'in combination syncarcinogenesis two carcinogens given one after another are additive or synergistic in effect', 'C': 'cocarcinogens are agents that enhance the overall carcinogenic process initiated by a genotoxic carcinogen when administered before or together with the carcinogen or at a time when carcinogenic damage to DNA is still persistent', 'D': 'promotion is a term broadly used to describe any situation yielding an increased development of neoplasms through the action of a nongenotoxic agent', 'E': 'epigenetic carcinogens do not interact directly with genetic material'}",ABT RE No 22 2005.pdf,"[('B', ' D')]",ANSWERS RECERT EXAM 2005.xlsx
456,2005B Q10,Ethylene glycol renal toxicity is NOT characterized by which of the following?,"{'A': 'focal hemorrhagic necrosis in the cortex', 'B': 'metabolic acidosis', 'C': 'accumulation of formic acid', 'D': 'calcium oxalate crystals in the urine', 'E': 'mild inebriation'}",ABT RE No 22 2005.pdf,"[('C',)]",ANSWERS RECERT EXAM 2005.xlsx
457,2005B Q11,Which of the following is NOT true regarding delayed hypersensitivity reactions?,"{'A': 'involves sequential recognition of specific antigen by sensitized T-lymphocytes', 'B': 'leads to immobilization of lymphocytes at the site of sensitization', 'C': 'involves production and release of lymphokines', 'D': 'are interactions between T- and B-lymphocytes to clear antigens', 'E': 'is involved in the development of chronic beryllium disease'}",ABT RE No 22 2005.pdf,"[('D',)]",ANSWERS RECERT EXAM 2005.xlsx
458,2005B Q12,Which of the following assumptions is NOT correct regarding risk assessment for male reproductive effects in the absence of mechanistic data?,"{'A': 'an agent that produces an adverse reproductive effect in experimental animals is assumed to pose a potential reproductive hazard to humans', 'B': 'in general', 'C': 'effects of xenobiotics on male reproduction are assumed to be similar across species unless demonstrated otherwise', 'D': 'the most sensitive species should be used to estimate human risk', 'E': 'reproductive processes are similar across mammalian species'}",ABT RE No 22 2005.pdf,"[('B',)]",ANSWERS RECERT EXAM 2005.xlsx
459,2005B Q13,Acidic drugs accumulate in the fetus because of which of the following?,"{'A': 'ion trapping due to reduced intracellular pH in the fetus', 'B': 'decreased levels of alpha 1-acid glycoproteins in the fetus', 'C': 'placental transport systems favor accumulation in the fetus', 'D': 'fetal hepatic uptake and biliary excretion develop early in gestation', 'E': 'fetal albumin exhibits a higher affinity than adult albumin'}",ABT RE No 22 2005.pdf,"[('C',)]",ANSWERS RECERT EXAM 2005.xlsx
460,2005B Q14,The most serious consequence of crude oil or kerosene ingestion by cattle is,"{'A': 'liver damage', 'B': 'kidney damage', 'C': 'aspiration pneumonia', 'D': 'central nervous system stimulation', 'E': 'leukemia'}",ABT RE No 22 2005.pdf,"[('C',)]",ANSWERS RECERT EXAM 2005.xlsx
461,2005B Q15,Which of the following is LEAST likely to cause hemorrhagic necrosis of the liver?,"{'A': 'beryllium', 'B': 'dimethyInitrosamine', 'C': 'microcystin', 'D': 'pyrrolizidine alkaloids', 'E': 'arsenic'}",ABT RE No 22 2005.pdf,"[('A',)]",ANSWERS RECERT EXAM 2005.xlsx
462,2005B Q16,Which region of the liver has the greatest concentration of mixed function oxidase enzymes?,"{'A': 'midzonal or zone 1 of acinus', 'B': 'midzonal or zone 3 of acinus', 'C': 'centrilobular or zone I of acinus', 'D': 'centrilobular or zone 3 of acinus', 'E': 'periportal'}",ABT RE No 22 2005.pdf,"[('D',)]",ANSWERS RECERT EXAM 2005.xlsx
463,2005B Q17,"Toxic injury to the cell body, axon and surrounding Schwann cells of peripheral nerves are referred to, respectively, as","{'A': 'neuropathy', 'B': 'neuronopathy', 'C': 'neuropathy', 'D': 'neuronopathy', 'E': 'chromatolysis'}",ABT RE No 22 2005.pdf,"[('B',)]",ANSWERS RECERT EXAM 2005.xlsx
464,2005B Q18,Axonal transport is a key property of neural function because,"{'A': 'the volume of the axon is small relative to the volume of the cell body', 'B': 'neurons in the adult brain have a low protein synthesis burden', 'C': 'the axonal cytoskeleton is synthesized within the axon', 'D': 'the primary direction of axonal transport is retrograde', 'E': 'axonal proteins are synthesized within the neuron cell body'}",ABT RE No 22 2005.pdf,"[('E',)]",ANSWERS RECERT EXAM 2005.xlsx
465,2005B Q19,The conceptus is considered preferentially vulnerable to chemical insult due to all of the following EXCEPT,"{'A': 'rapid rate of cell proliferation', 'B': 'requirement for precise temporal and spatial localization of cells and cell products', 'C': 'rapid blood flow (heart rate) and increased tissue distribution of the chemical', 'D': 'limited drug metabolism capability', 'E': 'immaturity of the immune system'}",ABT RE No 22 2005.pdf,"[('C', ' E')]",ANSWERS RECERT EXAM 2005.xlsx
466,2005B Q20,Which of the following is a nongenotoxic liver carcinogen in rats?,"{'A': 'aflatoxin', 'B': 'vinyl chloride', 'C': 'pyrrolizidine alkaloids', 'D': 'clofibrate', 'E': 'tamoxifen'}",ABT RE No 22 2005.pdf,"[('D',)]",ANSWERS RECERT EXAM 2005.xlsx
467,2005B Q25,Which of the following is/are proposed mechanisms of non-genotoxic carcinogens?,{},ABT RE No 22 2005.pdf,"[('B', ' E')]",ANSWERS RECERT EXAM 2005.xlsx
468,2005B Q26,"Chemical X induces cleft palate in offspring when administered to pregnant mice during the embryonic period. It does not induce cleft palate if it is given before implantation (although smaller litters may result), or if given after the embryonic period. Which of the following is/are correct?",{},ABT RE No 22 2005.pdf,"[('1', '2', '3')]",ANSWERS RECERT EXAM 2005.xlsx
469,2005B Q27,Which of the following neoplasms in humans is/are principally associated with hereditary/genetic factors?,{},ABT RE No 22 2005.pdf,"[('2', '4')]",ANSWERS RECERT EXAM 2005.xlsx
470,2005B Q28,Which of the following is/are correct?,{},ABT RE No 22 2005.pdf,"[('4',)]",ANSWERS RECERT EXAM 2005.xlsx
471,2005B Q29,A toxicant that selectively reduces follicle stimulating hormone (FSH) would be expected to do which of the following?,{},ABT RE No 22 2005.pdf,"[('2', '4')]",ANSWERS RECERT EXAM 2005.xlsx
472,2005B Q30,Which of the following produces delayed neurotoxicity characterized by marked demyelination secondary to axonal changes?,{},ABT RE No 22 2005.pdf,"[('2', '4')]",ANSWERS RECERT EXAM 2005.xlsx
473,2005B Q31,Which of the following substances has/have been demonstrated to mediate oxidative lung tissue damage?,{},ABT RE No 22 2005.pdf,"[('A', ' E')]",ANSWERS RECERT EXAM 2005.xlsx
474,2005B Q32,Which of the following is/are true?,{},ABT RE No 22 2005.pdf,"[('1', '3')]",ANSWERS RECERT EXAM 2005.xlsx
475,2005B Q33,Which of the following is/are true regarding to the murine local lymph node assay (LLNA)?,{},ABT RE No 22 2005.pdf,"[('1', '2', '3', '4')]",ANSWERS RECERT EXAM 2005.xlsx
476,2005B Q34,Type IV environmentally provoked allergic reactions are characterized by,{},ABT RE No 22 2005.pdf,"[('4',)]",ANSWERS RECERT EXAM 2005.xlsx
477,2005B Q35,Which of the following is/are function(s) of the respiratory system?,{},ABT RE No 22 2005.pdf,"[('B', ' E')]",ANSWERS RECERT EXAM 2005.xlsx
478,2005B Q36,Which of the following is/are true regarding the blood-testis barrier?,{},ABT RE No 22 2005.pdf,"[('1', '3')]",ANSWERS RECERT EXAM 2005.xlsx
479,2005B Q37,Acute nephrotoxicity induced by HgCl2 is characterized by which of the following?,{},ABT RE No 22 2005.pdf,"[('1', '2', '3', '4')]",ANSWERS RECERT EXAM 2005.xlsx
480,2005B Q38,Alternative in vitro tests for ocular toxicity include,{},ABT RE No 22 2005.pdf,"[('1', '2', '3')]",ANSWERS RECERT EXAM 2005.xlsx
481,2005B Q39,A slit-lamp evaluation can determine which of the following?,{},ABT RE No 22 2005.pdf,"[('1', '2', '3')]",ANSWERS RECERT EXAM 2005.xlsx
482,2005B Q40,Hexachlorobutadiene is,{},ABT RE No 22 2005.pdf,"[('2', '4')]",ANSWERS RECERT EXAM 2005.xlsx
483,2005B Q41,Which of the following dermal reactions is/are characterized by a measurable dose-response relationship?,{},ABT RE No 22 2005.pdf,"[('1', '2', '3')]",ANSWERS RECERT EXAM 2005.xlsx
484,2005B Q42,Which of the following pairs is/are correct?,{},ABT RE No 22 2005.pdf,"[('1', '2', '3', '4')]",ANSWERS RECERT EXAM 2005.xlsx
485,2005B Q43,Bromobenzene nephrotoxicity is characterized by which of the following?,{},ABT RE No 22 2005.pdf,"[('1', '2', '3')]",ANSWERS RECERT EXAM 2005.xlsx
486,2005B Q44,Occupational inhalation exposure to which of the following fiber types has been shown to be strongly associated with mesotheliomas and bronchogenic carcinomas?,{},ABT RE No 22 2005.pdf,"[('4',)]",ANSWERS RECERT EXAM 2005.xlsx
487,2005B Q45,Which of the following is/are correct regarding the relative sensitivity of the thyroid gland in rats and humans?,{},ABT RE No 22 2005.pdf,"[('1', '3')]",ANSWERS RECERT EXAM 2005.xlsx
488,2005B Q46,Positive evidence of chemical carcinogenicity can include,{},ABT RE No 22 2005.pdf,"[('1', '2', '3', '4')]",ANSWERS RECERT EXAM 2005.xlsx
489,2005B Q47,Which of the following is/are characteristics of a photocarcinogenicity assay in mice?,{},ABT RE No 22 2005.pdf,"[('1', '2', '3')]",ANSWERS RECERT EXAM 2005.xlsx
490,2005B Q48,Which of the following statements is NOT true?,{},ABT RE No 22 2005.pdf,"[('4',)]",ANSWERS RECERT EXAM 2005.xlsx
491,2005B Q49,The toxicity of acetaminophen is,{},ABT RE No 22 2005.pdf,"[('1', '2', '3')]",ANSWERS RECERT EXAM 2005.xlsx
492,2005B Q50,Drugs such as purine analogues produce megaloblastic anemia by,{},ABT RE No 22 2005.pdf,"[('4',)]",ANSWERS RECERT EXAM 2005.xlsx
493,2005C Q6,"From 1973 to 1977, the average annual incidence rate of lung cancer in Connecticut was 45.9 per 100,000. The average annual prevalence was 23.0 per 100,000. From these values, what is the average duration of survival after being diagnosed with lung cancer?","{'A': '2 years', 'B': '6 months', 'C': '1 year', 'D': '8 years', 'E': '4 years'}",ABT RE No 22 2005.pdf,"[('B',)]",ANSWERS RECERT EXAM 2005.xlsx
494,2005C Q7,"Of the more than 40 cytochrome P450 isozymes, which 6 account for the majority of xenobiotic metabolism in humans?","{'A': 'CYPIE1', 'B': 'CYP1A1', 'C': 'CYP1B2', 'D': 'CYP1A2', 'E': 'CYP1A1'}",ABT RE No 22 2005.pdf,"[('D',)]",ANSWERS RECERT EXAM 2005.xlsx
495,2005C Q8,Which of the following conditions represents a manifestation of moderate chronic fluoride toxicity?,"{'A': 'osteomalacia', 'B': 'osteosclerosis', 'C': 'osteopetrosis', 'D': 'osteopenia', 'E': 'osteolysis'}",ABT RE No 22 2005.pdf,"[('B',)]",ANSWERS RECERT EXAM 2005.xlsx
496,2005C Q9,Intoxication from consumption of wild cherry or apricot pits would best be treated by,"{'A': 'hyperbaric oxygen', 'B': 'artificial respiration', 'C': 'inhalation of amyl nitrite', 'D': 'intravenous sodium nitrite and sodium thiosulfate', 'E': 'oral sodium nitrate'}",ABT RE No 22 2005.pdf,"[('C', ' D')]",ANSWERS RECERT EXAM 2005.xlsx
497,2005C Q10,Drug X is available as a 2.5% solution for intravenous administration. The desired dosage of this drug is 5 mg/kg. What volume of drug should be injected if the patient weighs 50 kg?,"{'A': '0.2 ml', 'B': '1.0 ml', 'C': '2.0 ml', 'D': '10 ml', 'E': '20 ml'}",ABT RE No 22 2005.pdf,"[('D',)]",ANSWERS RECERT EXAM 2005.xlsx
498,2005C Q11,"At present, under the federal certification program for forensic urine drug testing, analyses are performed for only five drug classes or drugs of abuse. Which of the following drugs or drug classes is NOT analyzed?","{'A': 'marijuana', 'B': 'cocaine', 'C': 'ethanol', 'D': 'amphetamines', 'E': 'opiates'}",ABT RE No 22 2005.pdf,"[('C',)]",ANSWERS RECERT EXAM 2005.xlsx
499,2005C Q12,The phrase that best defines 'toxicodynamics' is,"{'A': 'linkage between exposure and dose', 'B': 'linkage between dose and response', 'C': 'dynamic nature of toxic effects among various species', 'D': 'dose range between desired biological effects and adverse health effects', 'E': 'loss of dynamic hearing range due to a toxic exposure'}",ABT RE No 22 2005.pdf,"[('B', ' D')]",ANSWERS RECERT EXAM 2005.xlsx
500,2005C Q13,Which of the following was banned under the Delaney clause of the Food Additive Amendment of 1958?,"{'A': 'butylated hydroxytoluene', 'B': 'sulfamethazine', 'C': 'cyclamate', 'D': 'phytoestrogens', 'E': 'aflatoxin'}",ABT RE No 22 2005.pdf,"[('C',)]",ANSWERS RECERT EXAM 2005.xlsx
501,2005C Q14,Flavin monooxygenases,"{'A': 'are mitochondrial enzymes', 'B': 'require NADH and oxygen', 'C': 'require gamma-aminolevulinic acid', 'D': 'require coenzyme Q', 'E': 'are microsomal enzymes'}",ABT RE No 22 2005.pdf,"[('E',)]",ANSWERS RECERT EXAM 2005.xlsx
502,2005C Q15,Which of the following is NOT a characteristic of active transport?,"{'A': 'blocked by saxitoxin', 'B': 'movement against a concentration gradient', 'C': 'exhibits a transport maximum', 'D': 'energy dependent', 'E': 'selectivity'}",ABT RE No 22 2005.pdf,"[('A',)]",ANSWERS RECERT EXAM 2005.xlsx
503,2005C Q16,Which of the following is NOT an initiating event in carcinogenesis?,"{'A': 'DNA adduct formation', 'B': 'DNA strand breakage', 'C': 'mutation of proto-oncogenes', 'D': 'oxidative damage of DNA', 'E': 'mitogenesis'}",ABT RE No 22 2005.pdf,"[('E',)]",ANSWERS RECERT EXAM 2005.xlsx
504,2005C Q17,Which of the following does NOT inhibit electron transport?,"{'A': 'rotenone', 'B': 'succinate', 'C': 'antimycin-A', 'D': 'formate', 'E': 'azide'}",ABT RE No 22 2005.pdf,"[('A', ' B')]",ANSWERS RECERT EXAM 2005.xlsx
505,2005C Q18,Reabsorption of toxicants does NOT occur through,"{'A': 'entero-hepatic recirculation', 'B': 'glomerular filtration', 'C': 'diffusion', 'D': 'active transport', 'E': 'carriers for physiologic oxyanions'}",ABT RE No 22 2005.pdf,"[('B',)]",ANSWERS RECERT EXAM 2005.xlsx
506,2005C Q19,Which of the following does NOT uncouple oxidative phosphorylation?,"{'A': 'pentachlorophenol', 'B': 'dinitrophenol', 'C': 'aconitase', 'D': 'salicylate', 'E': 'gramacidin'}",ABT RE No 22 2005.pdf,"[('C',)]",ANSWERS RECERT EXAM 2005.xlsx
507,2005C Q20,Which of the following is NOT true regarding peroxisome proliferators?,"{'A': 'they are a structurally diverse group of chemicals', 'B': 'they cause marked induction of lipid metabolizing enzymes', 'C': 'they often are non-genotoxic hepatocarcinogens in rodents', 'D': 'they induce hepatic CYP1A which is indicative of peroxisome proliferation', 'E': 'they operate via the peroxisome proliferator activated receptor'}",ABT RE No 22 2005.pdf,"[('D',)]",ANSWERS RECERT EXAM 2005.xlsx
508,2005C Q21,The Food Quality Protection Act of 1996 requires the Environmental Protection Agency to implement which of the following principles in its decision-making process for pesticides in/on food?,"{'A': 'use of an additional ten-fold Safety Factor to protect children', 'B': ""use of the concept of 'reasonable certainty of no harm' rather than 'zero tolerance' of pesticides on foods that have been shown to have carcinogenic activity in animals"", 'C': ""use 'aggregate' exposures (combining of various routes of exposure) for risk assessment of a given pesticide"", 'D': ""use 'cumulative' (combined) risk assessment for chemicals that have a common mechanism of action"", 'E': 'all of the above'}",ABT RE No 22 2005.pdf,"[('E',)]",ANSWERS RECERT EXAM 2005.xlsx
509,2005C Q22,Permissible Exposure Limits are,"{'A': 'promulgated by the Occupational Safety and Health Administration and have the force of law', 'B': 'identical to and interchangeable with Short Term Exposure Limits', 'C': 'authorized under the Toxic Substances Control Act', 'D': 'promulgated by the Environmental Protection Agency', 'E': 'are directly adopted from the American Conference of Governmental Industrial Hygienists Threshold Limit Value list'}",ABT RE No 22 2005.pdf,"[('A',)]",ANSWERS RECERT EXAM 2005.xlsx
510,2005C Q23,Which of the following statements is NOT true regarding competitive receptor antagonist xenobiotics?,"{'A': 'cause right shift in agonist dose-response curve', 'B': 'bind at the active site of the receptor', 'C': 'Emax (maximum effect) cannot be achieved', 'D': 'prevent signal transduction', 'E': 'binding at receptor is reversible'}",ABT RE No 22 2005.pdf,"[('A', ' C')]",ANSWERS RECERT EXAM 2005.xlsx
511,2005C Q24,Spermatids and secondary spermatocytes rely heavily on which of the following metabolic pathways?,"{'A': 'anaerobic metabolism', 'B': 'proteolysis', 'C': 'glycolysis', 'D': 'tricarboxylic acid (Krebs) cycle', 'E': 'lipolysis'}",ABT RE No 22 2005.pdf,"[('D',)]",ANSWERS RECERT EXAM 2005.xlsx
512,2005C Q25,Which of the following has NOT been linked to human lung cancer?,"{'A': 'arsenic', 'B': 'nickel', 'C': 'silica', 'D': 'chromium', 'E': 'antimony'}",ABT RE No 22 2005.pdf,"[('E',)]",ANSWERS RECERT EXAM 2005.xlsx
513,2005C Q26,Which of the following is/are NOT considered a component of the standard risk assessment process?,{},ABT RE No 22 2005.pdf,"[('4',)]",ANSWERS RECERT EXAM 2005.xlsx
514,2005C Q27,Extrapolation of developmental toxicity observed in animals to humans includes which of the following?,{},ABT RE No 22 2005.pdf,"[('C', ' D')]",ANSWERS RECERT EXAM 2005.xlsx
515,2005C Q28,The current U.S. Environmental Protection Agency cancer risk assessment guidance,{},ABT RE No 22 2005.pdf,"[('2', '4')]",ANSWERS RECERT EXAM 2005.xlsx
516,2005C Q29,The dose response curve for an essential nutrient or vitamin,{},ABT RE No 22 2005.pdf,"[('1', '3')]",ANSWERS RECERT EXAM 2005.xlsx
517,2005C Q30,Factor(s) that can affect intestinal absorption and rate of absorption include,{},ABT RE No 22 2005.pdf,"[('1', '2', '3')]",ANSWERS RECERT EXAM 2005.xlsx
518,2005C Q31,Chromatography techniques rely on the principle(s) of,{},ABT RE No 22 2005.pdf,"[('D', ' E')]",ANSWERS RECERT EXAM 2005.xlsx
519,2005C Q32,Which of the following statements is/are true?,{},ABT RE No 22 2005.pdf,"[('A', ' E')]",ANSWERS RECERT EXAM 2005.xlsx
520,2005C Q33,Acceptable risk is affected by,{},ABT RE No 22 2005.pdf,"[('B', ' E')]",ANSWERS RECERT EXAM 2005.xlsx
521,2005C Q34,Which of the following has/have the capacity for biotransformation?,{},ABT RE No 22 2005.pdf,"[('2', '4')]",ANSWERS RECERT EXAM 2005.xlsx
522,2005C Q35,Which of the following best describes the U.S. Interagency Coordinating Committee for the Validation of Alternative Models (ICCVAM) and the European Centre for the Validation of Alternative Methods (ECVAM)?,{},ABT RE No 22 2005.pdf,"[('4',)]",ANSWERS RECERT EXAM 2005.xlsx
523,2005C Q36,Which of the following is/are correct?,{},ABT RE No 22 2005.pdf,"[('2', '4')]",ANSWERS RECERT EXAM 2005.xlsx
524,2005C Q37,Which of the following is/are correct?,{},ABT RE No 22 2005.pdf,"[('1', '2', '3')]",ANSWERS RECERT EXAM 2005.xlsx
525,2005C Q38,Which of the following describe(s) molecular transformation of compounds by intestinal flora?,{},ABT RE No 22 2005.pdf,"[('C', ' E')]",ANSWERS RECERT EXAM 2005.xlsx
526,2005C Q39,Analytical epidemiology studies include,{},ABT RE No 22 2005.pdf,"[('1', '3')]",ANSWERS RECERT EXAM 2005.xlsx
527,2005C Q40,Which of the following statements represent(s) advantages of cohort studies over case-control studies?,{},ABT RE No 22 2005.pdf,"[('A', ' B')]",ANSWERS RECERT EXAM 2005.xlsx
528,2005C Q41,Acetaminophen intoxication may be treated with all EXCEPT,{},ABT RE No 22 2005.pdf,"[('4',)]",ANSWERS RECERT EXAM 2005.xlsx
529,2005C Q42,Human exposure to high concentrations of mercury vapor cause(s),{},ABT RE No 22 2005.pdf,"[('1', '3')]",ANSWERS RECERT EXAM 2005.xlsx
