,Question Index,Questions,Options,Question Source,Answers,Answer Source
432,2002C Q36,The Food Quality Protection Act of 1996 has introduced some important changes in the regulation of pesticides in the United States. Which of the following regarding the Act is/are true?,"{'1': ""establishes a statutory definition of 'safety' as a reasonable certainty of no harm"", '2': 'requires an additional ten-fold margin of safety', 'under certain circumstances': '', 'to protect infants and children': '', '3': 'requires EPA to consider aggregate and cumulative exposure to other related substances with common mechanisms when establishing tolerances for any one pesticide', '4': 'amends both the Federal Insecticide', 'Fungicide and Rodenticide Act and the Federal Food': '', 'Drug and Cosmetic Act by deleting the Delaney clause': ''}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3', '4']","recert 2002- MH group answers.pdf, Document2.pdf"
433,2002C Q37,Good Laboratory Practice testing programs are regulated by which of the following organizations?,"{'1': 'U.S. EPA', '2': 'OECD', '3': 'U.S. FDA', '4': 'ISO'}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3']","recert 2002- MH group answers.pdf, Document2.pdf"
434,2002C Q38,Which of the following chemicals at toxic doses cause(s) cyanosis?,"{'1': 'cyanide', '2': 'carbon monoxide', '3': 'rotenone', '4': 'pentachlorophenol', '5': 'arsenic'}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3', '4']","recert 2002- MH group answers.pdf, Document2.pdf"
435,2002C Q39,Which of the following is/are true?,"{'1': ""metallic mercury is released from the earth's crust as a vapor"", '2': 'metallic mercury can be oxidized to inorganic divalent mercury', '3': 'inorganic divalent mercury can be alkylated to dimethylmercury', '4': 'inorganic divalent mercury can be reduced to metallic mercury'}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3', '4']","recert 2002- MH group answers.pdf, Document2.pdf"
436,2002C Q40,Which of the following is/are true concerning the health effects of polychlorinated biphenyls (PCBs) on wildlife? PCB's,"{'1': 'interfere with reproduction in birds', '2': 'induce microsomal enzymes', '3': 'tend to bioaccumulate because of their lipophilicity and chemical stability', '4': 'possess porphyrogenic action', 'estrogenic activity and are immunosuppressive': ''}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3', '4']","recert 2002- MH group answers.pdf, Document2.pdf"
437,2002C Q41,Which of the following statements is/are NOT correct regarding the Proportional Mortality Ratio (PMR)?,"{'1': 'the PMR permits estimation of the proportion of lives saved by eradication or reduction of a given cause of death', '2': 'the PMR is the ratio of observed deaths in a study population relative to the number of expected deaths in the study population', '3': 'in occupational studies', 'the PMR is the number of deaths from a specific cause over a specified interval relative to the total deaths in the same interval': '', '4': 'the PMR and SMR can be used interchangeably'}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '3']","recert 2002- MH group answers.pdf, Document2.pdf"
438,2002C Q42,ANOVA as it applies to biostatistics,"{'1': 'is a statistical test for the comparison of data that are independent and normally distributed', '2': 'is a statistical test which compares non-continuous data that are normally distributed but are dependent', '3': ""refers to 'analysis of variance'"", '4': 'is a statistical tool which can be used for the calculation of an MTD'}","ABT2002#19.pdf, Document8.pdf, ABT #19.pdf","['1', '3']","recert 2002- MH group answers.pdf, Document2.pdf"
439,2002C Q43,"When conducting studies on a product intended to be marketed as a household cleaner containing an antimicrobial ingredient, study protocols must follow the criteria defined for","{'1': 'approval by the Food and Drug Administration', '2': 'approval by the Consumer Product Safety Commission', '3': 'labeling under the Federal Hazardous Substance Act', '4': 'registration under the Federal Insecticide', 'Fungicide and Rodenticide Act': ''}","ABT2002#19.pdf, Document8.pdf, ABT #19.pdf","['1', '3']","recert 2002- MH group answers.pdf, Document2.pdf"
440,2002C Q44,Which of the following is/are correct regarding occupational asthma?,"{'1': 'industrial agents associated with asthma can be classified into large molecular weight allergens and small molecular weight chemical haptens', '2': 'chemicals used industrially and associated with asthma include isocyanates', 'platinum salts and nickel salts': '', '3': 'asthma is often underdiagnosed or misdiagnosed. Proper diagnosis can be confirmed by spirometry.', '4': 'asthma will probably develop spontaneously in 10-20% of all workers during their working lives'}","ABT2002#19.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3', '4']","recert 2002- MH group answers.pdf, Document2.pdf"
441,2002C Q45,Which of the following chemicals cause(s) hypoxemia in exercising animals?,"{'1': 'cyanide', '2': 'carbon monoxide', '3': 'rotenone', '4': 'pentachlorophenol'}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3', '4']","recert 2002- MH group answers.pdf, Document2.pdf"
442,2002C Q46,Active transport of toxicants through biological membranes has which of the following characteristics?,"{'1': 'movement against electrochemical gradients and/or concentration gradients', '2': 'saturable at high substrate concentrations', '3': 'requires energy', '4': 'competitive inhibition between compounds that are co-transported'}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3', '4']","recert 2002- MH group answers.pdf, Document2.pdf"
443,2002C Q47,Perchlorate exposure can inhibit iodine uptake by thyroid. This inhibition may result in which of the following?,"{'1': 'increased circulating T4 and T3', '2': 'decreased circulating T4 and T3', '3': 'decreased TSH production by the pituitary', '4': 'increased TSH production by the pituitary'}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['2', '4']","recert 2002- MH group answers.pdf, Document2.pdf"
444,2002C Q48,"In recent years, endocrine disrupting chemicals have received a great deal of interest in the scientific community as well as the lay media. Which of the following statements is/are correct?","{'1': 'studies of wildlife populations throughout the U.S. have found a causal relationship between exposure to endocrine disrupting chemicals and adverse developmental and reproductive effects', '2': 'organochlorine pesticides and PCBs are examples of chemicals with estrogenic activity', '3': 'the endocrine disrupting chemicals appear to produce their effects by binding with DNA', '4': 'phytoestrogens and mycotoxins are examples of naturally occurring endocrine disrupting substances'}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3', '4']","recert 2002- MH group answers.pdf, Document2.pdf"
445,2002C Q49,Which of the following is/are correct?,"{'1': 'inorganic arsenic is more toxic than organic arsenic', '2': 'trivalent arsenic is more toxic than pentavalent and zero valent arsenic', '3': 'in chronic arsenic poisoning', ""Mee's lines transverse"": '', 'white striae of the fingernails': 'may be evident', '4': 'arsenic exposure can be ascertained by analysis of hair samples'}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3', '4']","recert 2002- MH group answers.pdf, Document2.pdf"
446,2002C Q50,One of the better known genetic metabolic polymorphisms is the ability to acetylate certain compounds. Persons who are slow acetylators may be particularly sensitive to which of the following agents?,"{'1': 'benzidine', '2': 'hydralazine', '3': 'isoniazid', '4': 'primaquine'}","ABT2002#19.pdf, Document2.pdf, Document8.pdf, ABT #19.pdf","['1', '2', '3']","recert 2002- MH group answers.pdf, Document2.pdf"
447,2005B Q1,Which of the following is the correct xenobiotic:toxicity pair?,"{'A': 'adriamycin : tubular proteinuria', 'B': 'polyvinyl alcohol : disseminated intravascular coagulation', 'C': 'hydralazine : renal papillary necrosis', 'D': 'maleic acid : mesangial fibrosis', 'E': 'gold : glomerulonephritis'}",ABT RE No 22 2005.pdf,['E'],ANSWERS RECERT EXAM 2005.xlsx
448,2005B Q2,The primary site of kidney damage resulting from acute exposure to inorganic mercury salts is the,"{'A': 'glomerulus', 'B': 'proximal tubule', 'C': 'loop of Henle', 'D': 'renal papilla', 'E': 'entire nephron'}",ABT RE No 22 2005.pdf,['B'],ANSWERS RECERT EXAM 2005.xlsx
449,2005B Q3,The fertility index,"{'A': 'is calculated as (number of pups alive at 4 days/number of pups born alive) X 100', 'B': 'represents the number of live fetuses per liter X 100', 'C': 'represents the percent of copulations that result in pregnancies', 'D': 'is calculated as (number of fetuses at 14 days/total number of implantations) X 100', 'E': 'can be calculated as early fetal deaths/total implantations X 100'}",ABT RE No 22 2005.pdf,['C'],ANSWERS RECERT EXAM 2005.xlsx
450,2005B Q4,Which substance has been identified as a respiratory tract carcinogen in humans?,"{'A': 'kaolin', 'B': 'hydrogen fluoride', 'C': 'arsenic', 'D': 'cotton dust', 'E': 'vanadium'}",ABT RE No 22 2005.pdf,['C'],ANSWERS RECERT EXAM 2005.xlsx
451,2005B Q5,Which of the following is true?,"{'A': 'production of coagulation Factors I', 'II': '', 'VII': '', 'and IX is Vitamin K-dependent': '', 'B': 'coagulation Factors IX and VIII are sex-linked and their genes are found on the Y chromosome', 'C': 'activated partial thromboplastin time is a screening test of the extrinsic and common coagulation pathways', 'D': 'prothrombin time is used to monitor warfarin therapy', 'E': 'coagulation Factors V and XII markedly accelerate coagulation by facilitating surface attachment and localization of coagulation factors'}",ABT RE No 22 2005.pdf,['D'],ANSWERS RECERT EXAM 2005.xlsx
452,2005B Q6,Chloracne is associated with,"{'A': 'prominent hyperkeratosis of the follicular canal', 'B': 'production of excessive sebum', 'C': 'exposure to halogenated aliphatic hydrocarbons', 'D': 'exposure to chlorine gas', 'E': 'increases in serum androgen levels'}",ABT RE No 22 2005.pdf,['A'],ANSWERS RECERT EXAM 2005.xlsx
453,2005B Q7,Which of the following statements is NOT true?,"{'A': 'arsenic', 'benzene and vinyl chloride are known human carcinogens': '', 'B': 'many peroxisome proliferators cause hepatic tumors in rats and are promoting agents for hepatocarcinogenesis', 'C': 'benzidine', 'beta-naphthylamine': '', 'and derived dyes have caused urinary bladder tumors in exposed workers': '', 'D': 'short asbestos fibers (<2 um long) are thought to be predominately responsible for the induction of mesotheliomas', 'E': 'butylated hydroxyanisole (BHA) acts as a nonmutagenic carcinogen in the forestomach of rats'}",ABT RE No 22 2005.pdf,['D'],ANSWERS RECERT EXAM 2005.xlsx
454,2005B Q8,"In contrast to phototoxicity, photoallergy is","{'A': 'a Type IV delayed hypersenitivity reaction', 'B': 'a Type II antibody dependent cytotoxic hypersensitivity reaction', 'C': 'associated with systemic or dermal contact with a toxicant', 'D': 'associated with exposure to UVA radiation', 'E': 'associated with exposure to UVB radiation'}",ABT RE No 22 2005.pdf,['A'],ANSWERS RECERT EXAM 2005.xlsx
455,2005B Q9,Each of the following correctly define the terms associated with carcinogenesis EXCEPT,"{'A': 'genotoxic carcinogens interact chemically with DNA', 'B': 'in combination syncarcinogenesis two carcinogens given one after another are additive or synergistic in effect', 'C': 'cocarcinogens are agents that enhance the overall carcinogenic process initiated by a genotoxic carcinogen when administered before or together with the carcinogen or at a time when carcinogenic damage to DNA is still persistent', 'D': 'promotion is a term broadly used to describe any situation yielding an increased development of neoplasms through the action of a nongenotoxic agent', 'E': 'epigenetic carcinogens do not interact directly with genetic material'}",ABT RE No 22 2005.pdf,['B  D'],ANSWERS RECERT EXAM 2005.xlsx
456,2005B Q10,Ethylene glycol renal toxicity is NOT characterized by which of the following?,"{'A': 'focal hemorrhagic necrosis in the cortex', 'B': 'metabolic acidosis', 'C': 'accumulation of formic acid', 'D': 'calcium oxalate crystals in the urine', 'E': 'mild inebriation'}",ABT RE No 22 2005.pdf,['C'],ANSWERS RECERT EXAM 2005.xlsx
457,2005B Q11,Which of the following is NOT true regarding delayed hypersensitivity reactions?,"{'A': 'involves sequential recognition of specific antigen by sensitized T-lymphocytes', 'B': 'leads to immobilization of lymphocytes at the site of sensitization', 'C': 'involves production and release of lymphokines', 'which mediate increased vasodilation': '', 'accumulation of macrophages': '', 'and ultimate destruction of antigen': '', 'D': 'are interactions between T- and B-lymphocytes to clear antigens', 'E': 'is involved in the development of chronic beryllium disease'}",ABT RE No 22 2005.pdf,['D'],ANSWERS RECERT EXAM 2005.xlsx
458,2005B Q12,Which of the following assumptions is NOT correct regarding risk assessment for male reproductive effects in the absence of mechanistic data?,"{'A': 'an agent that produces an adverse reproductive effect in experimental animals is assumed to pose a potential reproductive hazard to humans', 'B': 'in general', 'a non-threshold is assumed for the dose-response curve for male reproductive toxicity': '', 'C': 'effects of xenobiotics on male reproduction are assumed to be similar across species unless demonstrated otherwise', 'D': 'the most sensitive species should be used to estimate human risk', 'E': 'reproductive processes are similar across mammalian species'}",ABT RE No 22 2005.pdf,['B'],ANSWERS RECERT EXAM 2005.xlsx
459,2005B Q13,Acidic drugs accumulate in the fetus because of which of the following?,"{'A': 'ion trapping due to reduced intracellular pH in the fetus', 'B': 'decreased levels of alpha 1-acid glycoproteins in the fetus', 'C': 'placental transport systems favor accumulation in the fetus', 'D': 'fetal hepatic uptake and biliary excretion develop early in gestation', 'E': 'fetal albumin exhibits a higher affinity than adult albumin'}",ABT RE No 22 2005.pdf,['C'],ANSWERS RECERT EXAM 2005.xlsx
460,2005B Q14,The most serious consequence of crude oil or kerosene ingestion by cattle is,"{'A': 'liver damage', 'B': 'kidney damage', 'C': 'aspiration pneumonia', 'D': 'central nervous system stimulation', 'E': 'leukemia'}",ABT RE No 22 2005.pdf,['C'],ANSWERS RECERT EXAM 2005.xlsx
461,2005B Q15,Which of the following is LEAST likely to cause hemorrhagic necrosis of the liver?,"{'A': 'beryllium', 'B': 'dimethyInitrosamine', 'C': 'microcystin', 'D': 'pyrrolizidine alkaloids', 'E': 'arsenic'}",ABT RE No 22 2005.pdf,['A'],ANSWERS RECERT EXAM 2005.xlsx
462,2005B Q16,Which region of the liver has the greatest concentration of mixed function oxidase enzymes?,"{'A': 'midzonal or zone 1 of acinus', 'B': 'midzonal or zone 3 of acinus', 'C': 'centrilobular or zone I of acinus', 'D': 'centrilobular or zone 3 of acinus', 'E': 'periportal'}",ABT RE No 22 2005.pdf,['D'],ANSWERS RECERT EXAM 2005.xlsx
463,2005B Q17,"Toxic injury to the cell body, axon and surrounding Schwann cells of peripheral nerves are referred to, respectively, as","{'A': 'neuropathy', 'axonopathy and myelopathy': '', 'B': 'neuronopathy', 'axonopathy and myelinopathy': '', 'C': 'neuropathy', 'axonopathy and gliosis': '', 'D': 'neuronopathy', 'dying-back neuropathy and myelopathy': '', 'E': 'chromatolysis'}",ABT RE No 22 2005.pdf,['B'],ANSWERS RECERT EXAM 2005.xlsx
464,2005B Q18,Axonal transport is a key property of neural function because,"{'A': 'the volume of the axon is small relative to the volume of the cell body', 'B': 'neurons in the adult brain have a low protein synthesis burden', 'C': 'the axonal cytoskeleton is synthesized within the axon', 'D': 'the primary direction of axonal transport is retrograde', 'E': 'axonal proteins are synthesized within the neuron cell body'}",ABT RE No 22 2005.pdf,['E'],ANSWERS RECERT EXAM 2005.xlsx
465,2005B Q19,The conceptus is considered preferentially vulnerable to chemical insult due to all of the following EXCEPT,"{'A': 'rapid rate of cell proliferation', 'B': 'requirement for precise temporal and spatial localization of cells and cell products', 'C': 'rapid blood flow (heart rate) and increased tissue distribution of the chemical', 'D': 'limited drug metabolism capability', 'E': 'immaturity of the immune system'}",ABT RE No 22 2005.pdf,['C  E'],ANSWERS RECERT EXAM 2005.xlsx
466,2005B Q20,Which of the following is a nongenotoxic liver carcinogen in rats?,"{'A': 'aflatoxin', 'B': 'vinyl chloride', 'C': 'pyrrolizidine alkaloids', 'D': 'clofibrate', 'E': 'tamoxifen'}",ABT RE No 22 2005.pdf,['D'],ANSWERS RECERT EXAM 2005.xlsx
467,2005B Q25,Which of the following is/are proposed mechanisms of non-genotoxic carcinogens?,"{'1': 'chronic stimulation of cell proliferation', '2': 'inhibition of cell death (apoptosis) in DNA-damaged cells', '3': 'inhibition of gap junction intercellular communication', '4': 'persistent immunosuppression'}",ABT RE No 22 2005.pdf,['B  E'],ANSWERS RECERT EXAM 2005.xlsx
468,2005B Q26,"Chemical X induces cleft palate in offspring when administered to pregnant mice during the embryonic period. It does not induce cleft palate if it is given before implantation (although smaller litters may result), or if given after the embryonic period. Which of the following is/are correct?","{'1': 'the palate has a window of sensitivity in its development', '2': 'during very early development', 'exposure to chemical X causes prenatal lethality': '', 'but not teratogenesis': '', '3': 'chemical X induces cleft palate only during organogenesis', '4': 'individual embryos are the experimental unit for statistical analysis'}",ABT RE No 22 2005.pdf,"['1', '2', '3']",ANSWERS RECERT EXAM 2005.xlsx
469,2005B Q27,Which of the following neoplasms in humans is/are principally associated with hereditary/genetic factors?,"{'1': 'osteoplastic osteosarcoma', '2': 'xeroderma pigmentosa', '3': 'trichoepithelioma', '4': 'retinoblastoma'}",ABT RE No 22 2005.pdf,"['2', '4']",ANSWERS RECERT EXAM 2005.xlsx
470,2005B Q28,Which of the following is/are correct?,"{'1': 'neoplasms resulting from implanted materials have only been reported in animal models', '2': 'implanted materials that are inert do not induce neoplasia', '3': 'the chemical nature of the implanted material is the most critical factor in determining tumorigenesis', '4': 'the physical properties of the implanted material play a major role in determining tumorigenesis'}",ABT RE No 22 2005.pdf,['4'],ANSWERS RECERT EXAM 2005.xlsx
471,2005B Q29,A toxicant that selectively reduces follicle stimulating hormone (FSH) would be expected to do which of the following?,"{'1': 'increase the production of testosterone in the testis', '2': 'impair spermatogenesis', '3': 'induce superovulation and thus improve fertility', '4': 'impair recruitment and selection of the dominant ovarian follicle'}",ABT RE No 22 2005.pdf,"['2', '4']",ANSWERS RECERT EXAM 2005.xlsx
472,2005B Q30,Which of the following produces delayed neurotoxicity characterized by marked demyelination secondary to axonal changes?,"{'1': 'some phosphorothicate insecticides', '2': 'some triarylphosphates', '3': 'some carbamate insecticides', '4': 'some fluorine-containing alkylphosphates'}",ABT RE No 22 2005.pdf,"['2', '4']",ANSWERS RECERT EXAM 2005.xlsx
473,2005B Q31,Which of the following substances has/have been demonstrated to mediate oxidative lung tissue damage?,"{'1': 'superoxide', '2': 'nitric oxide', '3': 'hydroxyl radicals', '4': 'peroxynitrate'}",ABT RE No 22 2005.pdf,['A  E'],ANSWERS RECERT EXAM 2005.xlsx
474,2005B Q32,Which of the following is/are true?,"{'1': 'diethylstilbestrol is a synthetic non-steroidal estrogen that causes vaginal adenomas in females and genital abnormalities in males exposed in utero', '2': 'in rodents', 'retinoic acid exposure in utero causes targeted malformations of the central nervous system': '', 'leaving most other organ systems unaffected': '', '3': 'valproic acid is used as an antiepileptic agent in pregnant women and these exposures have been associated with neural tube abnormalities', '4': 'Bendectin® is a widely recognized human teratogen causing limb abnormalities'}",ABT RE No 22 2005.pdf,"['1', '3']",ANSWERS RECERT EXAM 2005.xlsx
475,2005B Q33,Which of the following is/are true regarding to the murine local lymph node assay (LLNA)?,"{'1': 'used to predict skin sensitization potential as an alternative to the widely used guinea pig assays', '2': 'assesses cell proliferation in the draining lymph node', '3': 'can give a false positive response with irritants', '4': 'total cell proliferation can be evaluated using a radioactive marker or flow cytometry'}",ABT RE No 22 2005.pdf,"['1', '2', '3', '4']",ANSWERS RECERT EXAM 2005.xlsx
476,2005B Q34,Type IV environmentally provoked allergic reactions are characterized by,"{'1': 'immediate hypersensitivity with bronchial asthma', '2': 'hypersensitivity pneumonitis', 'rheumatoid arthritis and vasculitis': '', '3': 'chemically-induced hemolytic anemia and thrombocytopenia', '4': 'cell-mediated hypersensitivity', 'contact dermatitis and sarcoidosis': ''}",ABT RE No 22 2005.pdf,['4'],ANSWERS RECERT EXAM 2005.xlsx
477,2005B Q35,Which of the following is/are function(s) of the respiratory system?,"{'1': 'exchange of oxygen and carbon dioxide at the alveolar surface', '2': 'acid-base balance through the formation of the weak acid (carbonic acid) in the blood and respiratory fluids', '3': 'immune cell presentation via interactions with resident macrophages', '4': 'excretion of volatile organic compounds resulting from metabolic oxidation of fatty acids'}",ABT RE No 22 2005.pdf,['B  E'],ANSWERS RECERT EXAM 2005.xlsx
478,2005B Q36,Which of the following is/are true regarding the blood-testis barrier?,"{'1': 'transport of non-ionic chemicals is dependent upon molecular size', '2': 'transport of non-ionic chemicals occurs via bulk flow through water-filled pores', '3': 'transport of ionic chemicals correlates best with their degree of lipid solubility', '4': 'the seminiferous tubules are protected the same way oocytes are protected by the blood-ovary barrier'}",ABT RE No 22 2005.pdf,"['1', '3']",ANSWERS RECERT EXAM 2005.xlsx
479,2005B Q37,Acute nephrotoxicity induced by HgCl2 is characterized by which of the following?,"{'1': 'glucosuria', '2': 'aminoaciduria', '3': 'mitochondrial dysfunction', '4': 'reduced glomerular filtration rate'}",ABT RE No 22 2005.pdf,"['1', '2', '3', '4']",ANSWERS RECERT EXAM 2005.xlsx
480,2005B Q38,Alternative in vitro tests for ocular toxicity include,"{'1': 'neutral red uptake assay', '2': 'choricallantoic membrane (CAM) assay', '3': 'Tetrahymena motility assay', '4': 'intercellular communication assay'}",ABT RE No 22 2005.pdf,"['1', '2', '3']",ANSWERS RECERT EXAM 2005.xlsx
481,2005B Q39,A slit-lamp evaluation can determine which of the following?,"{'1': 'hyperemia of the iris', '2': 'corneal damage', '3': 'reflex responsiveness of pupil diameter', '4': 'thickness of the epidermis'}",ABT RE No 22 2005.pdf,"['1', '2', '3']",ANSWERS RECERT EXAM 2005.xlsx
482,2005B Q40,Hexachlorobutadiene is,"{'1': 'hepatotoxic because of a cytochrome P450 enzyme-mediated activation to a strong electrophile', '2': 'primarily nephrotoxic in rats and mice', '3': 'primarily an occupational hazard in the tire industry', '4': 'nephrotoxic through the conjugation with glutathione and degradation by beta-lyase'}",ABT RE No 22 2005.pdf,"['2', '4']",ANSWERS RECERT EXAM 2005.xlsx
483,2005B Q41,Which of the following dermal reactions is/are characterized by a measurable dose-response relationship?,"{'1': 'phototoxicity', '2': 'hypopigmentation', '3': 'primary irritation', '4': 'contact dermatitis'}",ABT RE No 22 2005.pdf,"['1', '2', '3']",ANSWERS RECERT EXAM 2005.xlsx
484,2005B Q42,Which of the following pairs is/are correct?,"{'1': 'N-nitrosomorpholine : mutagenic', '2': '2-acetylaminofluorene ; procarcinogen', '3': 'clofibrate : peroxisome proliferator', '4': 'phenobarbital : nonmutagenic'}",ABT RE No 22 2005.pdf,"['1', '2', '3', '4']",ANSWERS RECERT EXAM 2005.xlsx
485,2005B Q43,Bromobenzene nephrotoxicity is characterized by which of the following?,"{'1': 'toxic agent is a metabolite formed in extra-renal tissue', '2': 'N-acetylcysteine S-conjugate intermediates', '3': 'proximal tubular cell death', '4': 'localized vasoconstriction'}",ABT RE No 22 2005.pdf,"['1', '2', '3']",ANSWERS RECERT EXAM 2005.xlsx
486,2005B Q44,Occupational inhalation exposure to which of the following fiber types has been shown to be strongly associated with mesotheliomas and bronchogenic carcinomas?,"{'1': 'rock wool fibers', '2': 'man-made vitreous fibers', '3': 'glass fibers', '4': 'asbestos fibers'}",ABT RE No 22 2005.pdf,['4'],ANSWERS RECERT EXAM 2005.xlsx
487,2005B Q45,Which of the following is/are correct regarding the relative sensitivity of the thyroid gland in rats and humans?,"{'1': 'long-term perturbation of the pituitary-thyroid axis by xenobiotics is more likely to cause proliferative lesions in the thyroid gland of rats', '2': 'the greater sensitivity of the human thyroid to derangement by chemicals is related to the shorter plasma half-life of thyroxin (T4)', '3': 'circulating T4 is bound primarily to thyroid-binding globulin in humans', 'but this high affinity protein is not present in adult rodents': '', '4': 'a rat without a functional thyroid requires about 10 times less T4 per unit of body weight for full substitution than an adult human'}",ABT RE No 22 2005.pdf,"['1', '3']",ANSWERS RECERT EXAM 2005.xlsx
488,2005B Q46,Positive evidence of chemical carcinogenicity can include,"{'1': 'increases in the number of tumors at a specific site', '2': 'induction of rare tumors', '3': 'earlier induction of commonly observed tumors', '4': 'an increase in the total number of tumors'}",ABT RE No 22 2005.pdf,"['1', '2', '3', '4']",ANSWERS RECERT EXAM 2005.xlsx
489,2005B Q47,Which of the following is/are characteristics of a photocarcinogenicity assay in mice?,"{'1': 'the assay assesses the potential of the test article to enhance ultraviolet light-induced tumors', '2': 'a hairless strain of mouse is employed', '3': 'a primary endpoint is the time to onset of tumors (i.e.', 'median latent period': '', '4': 'it measures the tumorigenic response to a combination of infrared light and a chemical'}",ABT RE No 22 2005.pdf,"['1', '2', '3']",ANSWERS RECERT EXAM 2005.xlsx
490,2005B Q48,Which of the following statements is NOT true?,"{'1': 'thallium acetate at 0.1 mg/day can induce cataracts in rats within 6 weeks', '2': 'the mechanism of galactose and other sugar-related cataracts has been explained by excessive hydration of the lens', '3': 'posterior subcapsular opacities may result following chronic busulfan therapy', '4': 'the mechanism of steroid-induced cataracts is believed to involve uncoupling of oxidative phosphorylation'}",ABT RE No 22 2005.pdf,['4'],ANSWERS RECERT EXAM 2005.xlsx
491,2005B Q49,The toxicity of acetaminophen is,"{'1': 'due to cytochrome P450 enzyme-dependent hepatocyte activation of this drug to a reactive electrophile', '2': 'enhanced by glutathione depletion', '3': 'associated with centrilobular necrosis', '4': 'not affected by alcohol consumption'}",ABT RE No 22 2005.pdf,"['1', '2', '3']",ANSWERS RECERT EXAM 2005.xlsx
492,2005B Q50,Drugs such as purine analogues produce megaloblastic anemia by,"{'1': 'destroying bone marrow stem cells', '2': 'decreasing the absorptive capacity of the small intestine resulting in iron deficiency', '3': 'inhibiting the synthesis of erythroid factor by the kidney', '4': 'disturbing the maturation of erythroid cells by inhibiting DNA synthesis'}",ABT RE No 22 2005.pdf,['4'],ANSWERS RECERT EXAM 2005.xlsx
493,2005C Q6,"From 1973 to 1977, the average annual incidence rate of lung cancer in Connecticut was 45.9 per 100,000. The average annual prevalence was 23.0 per 100,000. From these values, what is the average duration of survival after being diagnosed with lung cancer?","{'A': '2 years', 'B': '6 months', 'C': '1 year', 'D': '8 years', 'E': '4 years'}",ABT RE No 22 2005.pdf,['B'],ANSWERS RECERT EXAM 2005.xlsx
494,2005C Q7,"Of the more than 40 cytochrome P450 isozymes, which 6 account for the majority of xenobiotic metabolism in humans?","{'A': 'CYPIE1', 'CYP2B1': '', 'CYP2B19': '', 'CYP2F1': '', 'CYP3A7': '', 'CYP4A6': '', 'B': 'CYP1A1', 'CYP2A6': '', 'CYP2B6': '', 'CYP2D6': '', 'CYP2F2': '', 'CYP4B2': '', 'C': 'CYP1B2', 'CYP2C6': '', 'CYP3A2': '', 'CYP3A4': '', 'CYP4A2': '', 'D': 'CYP1A2', 'CYP2C9': '', 'CYP2C19': '', 'CYP2E1': '', 'E': 'CYP1A1', 'CYP2C8': ''}",ABT RE No 22 2005.pdf,['D'],ANSWERS RECERT EXAM 2005.xlsx
495,2005C Q8,Which of the following conditions represents a manifestation of moderate chronic fluoride toxicity?,"{'A': 'osteomalacia', 'B': 'osteosclerosis', 'C': 'osteopetrosis', 'D': 'osteopenia', 'E': 'osteolysis'}",ABT RE No 22 2005.pdf,['B'],ANSWERS RECERT EXAM 2005.xlsx
496,2005C Q9,Intoxication from consumption of wild cherry or apricot pits would best be treated by,"{'A': 'hyperbaric oxygen', 'B': 'artificial respiration', 'C': 'inhalation of amyl nitrite', 'D': 'intravenous sodium nitrite and sodium thiosulfate', 'E': 'oral sodium nitrate'}",ABT RE No 22 2005.pdf,['C  D'],ANSWERS RECERT EXAM 2005.xlsx
497,2005C Q10,Drug X is available as a 2.5% solution for intravenous administration. The desired dosage of this drug is 5 mg/kg. What volume of drug should be injected if the patient weighs 50 kg?,"{'A': '0.2 ml', 'B': '1.0 ml', 'C': '2.0 ml', 'D': '10 ml', 'E': '20 ml'}",ABT RE No 22 2005.pdf,['D'],ANSWERS RECERT EXAM 2005.xlsx
498,2005C Q11,"At present, under the federal certification program for forensic urine drug testing, analyses are performed for only five drug classes or drugs of abuse. Which of the following drugs or drug classes is NOT analyzed?","{'A': 'marijuana', 'B': 'cocaine', 'C': 'ethanol', 'D': 'amphetamines', 'E': 'opiates'}",ABT RE No 22 2005.pdf,['C'],ANSWERS RECERT EXAM 2005.xlsx
499,2005C Q12,The phrase that best defines 'toxicodynamics' is,"{'A': 'linkage between exposure and dose', 'B': 'linkage between dose and response', 'C': 'dynamic nature of toxic effects among various species', 'D': 'dose range between desired biological effects and adverse health effects', 'E': 'loss of dynamic hearing range due to a toxic exposure'}",ABT RE No 22 2005.pdf,['B  D'],ANSWERS RECERT EXAM 2005.xlsx
